,601119000
Ryan Ronco Placer County Clerk-Recorder/Registrar of Voters ID#1396170,10000
Ryan Quarles for Agriculture Commissioner,10000
Rural Resources Victim Services,10000
Roe for Roseville,10000
Rodney M. Bordeaux,10000
Rochelle Pardue-Okimoto for Assembly 2018 - ID#1398386,10000
Robert Manger for State House 2018,10000
Robert Jennings,10000
Robert A Robinson,10000
Rio South Texas Economic Council,10000
Richard Kahle for Congress,10000
Richard Bunce for Assembly,10000
Republican Roundtable,10000
Republican Party,10000
Renew MA Coalition,10000
"Rene “Coach P” Plasencia, Republican candidate for State Representative, District 50.",10000
Remmer for Congress,10000
Regulate Florida,10000
Reformed Perspective: A magazine for the Christian family,10000
Reclaim New York,10000
Rebecca Rusch,10000
"Rebecca Purington Campaign. Missy Horesh, Treasurer",10000
Ray Ash for HD-89,10000
"Randy Newberg, Hunter",10000
RI Home Care Independence and Choice,10000
Protect San Jose,10000
Protect Our Preserve PAC,10000
Protect Our Care West Virginia ,10000
"Protect Freedom PAC and not authorized by any candidate or candidate’s committee.  332 W. Lee Highway #405, Warrenton, VA 20186.",10000
Progress Florida,10000
Private,10000
President Trump Fans Page,10000
Practically Republican,10000
Polk County Democratic Party,10000
"Politisigns, LLC",10000
"Political Rascals PAC, Inc.",10000
Pol. Ad. Jimmy Blacklock Campaign,10000
Planned Parenthood Texas Votes,10000
Pittsburgh Post-Gazette ,10000
Pines International,10000
Petroleum Association of Wyoming,10000
"People for Tyler, 3105 Kennard St, Apt 318, Maplewood, MN 55109",10000
"Pd. Pol. Adv. by Jimmy Ma rtin, P.O. Box 1214 Clanton, AL 35046",10000
Pawlowski for Council,10000
Paul Secrest For State Representative,10000
Paul Moriarty,10000
Paul Cason for State House 2018.,10000
Partridge For District 34,10000
Parisi for Mayor,10000
Pan American Post LLC,10000
Paid for by the Florida Chamber of Commerce,10000
Paid for by the Committee to Elect Joe for NC Senate 6,10000
Paid for by the Committee to Elect David Anderson,10000
Paid for by the City of Los Angeles.,10000
"Paid for by Voters for a Real Change, Opposing Mark Leno for Mayor 2018. Committee major funding from:  Safe and Affordable San Francisco  This advertisement was not authorized by a candidate or committee controlled by a candidate. Financial disclosures are available at sfethics",10000
Paid for by Service Employees International Union.,10000
Paid for by Harris for Ohio,10000
Paid for by GOAL SD,10000
"Paid for by Citizens for Mike Revis, Steve Conley, Treasurer, Laura Conley, Deputy Treasurer",10000
Paid for by CARLOS BOLANOS FOR SHERIFF,10000
Paid For By Friends of Patti Rodgers Morrisette,10000
Pacific Justice Institute,10000
"POLITICAL ADVERTISEMENT PAID FOR AND APPROVED BY SEAN MITCHELL, DEMOCRAT, FOR ST. LUCIE COUNTY COMMISSION, DISTRICT 2",10000
POLCO,10000
PINA Uganda,10000
PFLAG National,10000
PCN (Pennsylvania Cable Network),10000
PATHWATER,10000
O’Neill for City Council 2020 ID# 1380980,10000
Outschool,10000
Outreach Strategists,10000
Outagamie County Republican Party,10000
Our Pet Card,10000
Osmundson for Iowa ,10000
Orpheum Theater,10000
OpenStax,10000
One Wisconsin Now,10000
Oklahoma Good Government Fund.  Not authorized by any candidate or candidate’s committee.,10000
Office of Congressman Hank Johnson,10000
Odd Stuffing ,10000
"ODonell for Missouri.com, Walt Bivins, Treasurer",10000
O'Brien for Judge,10000
NorthEast Treatment Centers,10000
North Central Regional Transit District,10000
"No Donald Trump, Just No",10000
Nicole James,10000
Nick Tranchina for Sheriff Committee,10000
Nick Stay on his own behalf,10000
Nick Sortal for Plantation City Council,10000
Nick Sacco for Mayor,10000
Next Advance Training Systems,10000
NewsDriver,10000
New Voices for Reproductive Justice,10000
New Friends PAC. Approved by Sam Belsito,10000
New Albany Floyd County Schools,10000
Neil Arsement for Maurice Police Chief,10000
"Natural Lands, a 501(c)3 not-for-profit organization",10000
National Tax Limitation Committee,10000
National Restaurant Association,10000
National Mall Coalition,10000
National LGBT Chamber of Commerce (NGLCC),10000
National Institute for Reproductive Health Action Fund,10000
National Hospice and Palliative Care Organization,10000
"National City Residents for Fair & Equitable Housing, No On W. Committee Major Funding from: Issues Mobilization PAC Cal. Assoc. Realtors",10000
Napa County Democratic Central Committee FPPC # 741985 | FEC # C00504233,10000
NYSUT -- A Union of Professionals,10000
NTD Television,10000
NC Senate Majority Fund,10000
NBC4 Columbus,10000
"Muti, Farrar and Johnson",10000
More in Common,10000
Monti Collins for County Commissioner,10000
Monroe Township Democrats 2018,10000
"Missouri for Charlie Davis, Laura Davis - Treasurer",10000
Missouri Community Action Network,10000
Minneapolis Aquatennial,10000
Mike Suarez for Tampa's Mayor,10000
Mike Naig for Iowa Agriculture,10000
Mike McCready for State Senate,10000
Mike Loe,10000
Mike Bowersox for State Delegate 3A,10000
Mike Berry for Sheriff,10000
Mike 4 House,10000
Mihalick for Mayor,10000
Michele For PA 41 Committee ,10000
Miami Beach Times,10000
Metro Puerto Rico,10000
Merikkkan AF,10000
Members Investing in Members,10000
Medina County Progressives,10000
Mead Library,10000
McLendon For Chief,10000
"Matt Willhite, Democrat for Florida House",10000
Matt Birong for State Representative ,10000
Matsui for Congress,10000
Massachusetts Immigrant and Refugee Advocacy Coalition,10000
"Massachusetts Citizens for Life, Inc.",10000
"Maryland Campaign for Liberty Inc. PO Box 937 Rising Sun, MD 21911 Maryland. Maryland Campaign for Liberty Inc. is an IRS 501(c)4 non-profit organization. Maryland Campaign for Liberty Inc. does not endorse, support or oppose any candidate or public office holder. ",10000
"Marylanders for Rich Madaleno. Linda Eisenstadt, Treasurer.",10000
Marvin Estuardo HernandezGarcia,10000
Martin Gubbels,10000
Marlene Meyerson JCC Manhattan,10000
Mark Weiner Law,10000
"Mark Jantzer for Minot City Council, Nancy Wegenast Treasurer",10000
Margaret Kuipers for SD House,10000
Marc Sobel for Supervisor 2018 ID#1391488,10000
Make Michigan Great Again,10000
Magellan Strategies,10000
"Macaione For Sheriff, D Winship Jr. Fiscal Agent ",10000
MPower Change,10000
MDA PAC,10000
MD Kiddy,10000
"MARCUS PARAMORE CAMPAIGN, P.O. BOX 211, TROY, AL 36081",10000
"Lynch for Congress Committee. Brian Miller, Treasurer",10000
"Lucy Lowry, PO Box 2103, North Mankato, MN  56003",10000
Louisiana Lawsuit Abuse Watch,10000
Log Cabin Republicans of Rhode Island,10000
Lisa Culpepper for Adams County Treasurer 2018,10000
Linn County Farm Bureau,10000
"Linda Cuthbert for Volusia County School Board, District 3, Nonpartisan",10000
Lilie Schoenack,10000
Liker,10000
Life Choices of North Central Louisiana,10000
"Liberty Digest, LLC",10000
Libertarian Party of the Tennessee Valley,10000
"Libertarian Party of Orange County, FL",10000
"Lewis G. Owens, Jr. campaign fund",10000
Leo Gansen for Iowa House,10000
Leigh Eby Scrabis candidate for Fort Myers City Council Ward 4,10000
Leeder Strategies,10000
Lee B. VIning - Candidate for SC House District 17,10000
Lawton Marketing Group,10000
Lakeport Police Department,10000
LGBTQ Nation,10000
LGBT Network,10000
"Kristy for Kansas, Shelee Brim, Treasurer",10000
Kreider for Judge,10000
Knight for Congress 2018,10000
Khalaf Law Firm,10000
Kerr County Democratic Party ,10000
"Kent Ackley, Candid Common Sense Independent for Litchfield, Monmouth, and Wales, - Robin Sukeforth, Treasurer",10000
"Kelli Ward for Senate, Inc., www.KelliWard.com, 1628 E Southern Ave, #9329, Tempe, Az 85282, 480-508-5278",10000
"Kathy Wolfe Moore for State Representative, Patricia Gaunce, Treasurer",10000
Kathaleen Wall for SREC SD 17,10000
KYI & KYPP -grassroots powered UCC,10000
Justin Quigley,10000
"Judge John Schmude Campaign in compliance with the voluntary limits of the Judicial Campaign Fairness Act, Valoree Swanson, Treasurer",10000
Jones for Ohio,10000
Johnny Martin for Arizona,10000
John Quattrocchi for VBOE,10000
John Pfeiffer,10000
John L Jones for House District 30,10000
John Knight for Senate,10000
John Giles,10000
John Bermingham,10000
John Adcock for NC House ,10000
Joel Engardio,10000
"Joe Gruters, Republican for Florida State Senate, District 23",10000
Joe Elsberry for ND House,10000
Joe Danna for Sheriff Campaign,10000
"Jim Kelly for State Representative, Dan Carroll, Treasurer",10000
Jewell Horner for Mayor,10000
Jewell Horner,10000
Jerry Cooper for County Commissioner,10000
Jerome Stowe,10000
Jefferson County Texas Democratic Party,10000
"Jefferson County Farmers & Neighbors, Inc.",10000
Jeff Leach Campaign,10000
"Jay Clark for TN State House District 8, Treasurer - Scott Davis",10000
"Javier Enriquez, Republican, for State Representative",10000
Jason Knight,10000
"Jason Fields For Assembly Morrie L.Tharps, Treasurer",10000
Jarrad Brenek Campaign,10000
Jarding for 33,10000
Janet Goodson for Mayor,10000
Janessica - a Webseries by Whitney Uland,10000
Jane Cormier for Executive Council,10000
James Owen,10000
"James Hedgspeth for Etowah County Probate Judge PO Box 1036, Gadsden, AL 35902",10000
Jacque Casillas for Corona City Council 2018 FPPC ID #1398632,10000
Jacobin Foundation,10000
"JW Robertson, Treasurer - Thompson for Robertson County Clerk",10000
JUSTIN D SWEENEY,10000
JOSH FOR NY,10000
JOE SHOGRIN,10000
JM2 LLC,10000
JB Akers for Mayor,10000
"It's OK TO VOTE NO, MAGNOLIA ISD",10000
Israel365,10000
"Iron Mountain Democrats, PO Box 487 Glen NH 03838",10000
Iowans for Tax Relief,10000
Iowa Gun Owners,10000
Iowa Carry Safe,10000
Intelligence Squared U.S. ,10000
"Insure The Good Life, a community-led grassroots campaign to let Nebraskans vote to expand Medicaid.",10000
Inspire Boerne Volunteers,10000
Informed Citizens United,10000
Independent Party of Oregon,10000
Immigrant Report,10000
Idaho Asset Building Network,10000
I'm for Mike Moore,10000
I Love My Country,10000
Humboldt Citizens for Clean Energy,10000
Howe for House,10000
Higher Heights for America,10000
"Henry Parrish, Republican, for State Representative, District 51",10000
"Harris for MD12, Aaron Sacks, Treasurer.",10000
Hanley Wood,10000
Gustavson Committee,10000
Grover for Assembly,10000
Grove Area Chamber of Commerce,10000
Greene County Democratic Central Committee,10000
Grand Rapids Chamber,10000
Government House,10000
Gipson 4 Congress Campaign Committee,10000
Ginger Nelson for Mayor,10000
Get Loud Now LLC,10000
George Thomas for State Senate,10000
George Scott for Congress,10000
George Halcovage for Congress,10000
Gary Banz for Oklahoma County Assessor 2018,10000
Gallagher for Utah State Senate ,10000
GRACE - Genesee Residents for Animal Control Evolution,10000
GOODMAN FOR COMMISSIONER 2018,10000
Friends of the Huron Mountains,10000
Friends of Tyler Murphy,10000
Friends of Toyin Fasakin,10000
Friends of Steve Mentzer,10000
Friends of Steve McClure,10000
Friends of Siobhan Dunnavant,10000
"Friends of Samir Paul. Michael DeLong, Treasurer",10000
"Friends of SDSU, Yes on G, No on E, a coalition of SDSU alumni, business and community leaders. Committee major funding from Jack McGrory, Edward Brown and Frederic Luddy",10000
"Friends of Ryan Wescoat, Deborah Gregor, Treasurer",10000
Friends of Roger Corcoran ,10000
Friends of Robert Rodriguez,10000
"Friends of Peggy McGaugh, David McGaugh, Treasurer",10000
Friends of Pat Snyder,10000
Friends of Mike Watson,10000
Friends of Mike Ritze,10000
Friends of Mike Mansdoerfer & Jim Conway,10000
Friends of Michael A. Trujillo,10000
Friends of Matt Jensen,10000
Friends of Mary Wagner,10000
Friends of Mary Auker-Endres,10000
Friends of Maria Peterson,10000
Friends of Lisl Miller for Judge,10000
"Friends of Lauren Parker, Gayle Roberts, Treasurer",10000
Friends of Laci LeBlanc,10000
Friends of Kraig Lee,10000
Friends of Kory Kirkland 2018,10000
Friends of Kevin Corlew,10000
"Friends of Kerry, Karen Bedlack, Treasurer",10000
Friends of Katie Fry Hester,10000
Friends of Justin for Education ,10000
Friends of Julian Lopez,10000
Friends of Jim Coley,10000
Friends of Jillian Guthman,10000
Friends of Jennifer Chapman ,10000
Friends of Jeff Jones,10000
"Friends of Jasmine Boyd, Verushka Wilson, Treasurer",10000
Friends of Janice Marie Anderson,10000
Friends of Hazel Gibson,10000
"Friends of Guy Guzzone, Mimi Cuddy-Mierzwa, Treasurer",10000
Friends of Erin Wienner,10000
Friends of Doyle Heffley,10000
Friends of Donna Iannone,10000
Friends of Diedra Henry-Spires,10000
Friends of David Seman,10000
Friends of Crysta Parkinson,10000
Friends of Chuck Erickson,10000
Friends of Carrie Blumert 2018,10000
"Friends of Bob Dixon, Dan Imhof, Treasurer",10000
"Friends of Bob Dixon, B.J. Webb, Treasurer ",10000
"Friends of Bill McDermott, Treas.: Christine Braughler",10000
Friends of Anna Ward Sukmann,10000
"Friends of Amber Mills - Donny Mayo, Treasurer",10000
"Friends of Amber Lee 17211 Kings Way Drive, Anchorage, AK 99516",10000
Friends of Adam Weintraub Vote 2018,10000
Friends for Bill Morrison,10000
Friends and Family of Will Nguyen ,10000
"Friends For Windham, Cherron R. Reynolds, Treasurer",10000
Friends For Charlie Franklin,10000
Friend of Justin for Congress,10000
"Fred Wilms 2018, Bryan Meek Treasurer. Approved by Fred Wilms",10000
Frank Ferraro,10000
"Frank Dudley Berry, Jr. ",10000
Fox 4 WFTX-TV,10000
"Fowler for Sheriff, P.O. Box 933, Detroit Lakes, MN 56502",10000
Florida Stronger INC,10000
Finerpoints Accounting,10000
Financial Advisor Tim Hayes,10000
Ferrentino for School Board,10000
Farmers Alliance for Integrated Resources,10000
Family Planning of South Central NY,10000
Faith and Freedom Coalition,10000
Faith & Freedom Coalition,10000
Fairfield University,10000
Fair Pay - Levin,10000
Fair Elections Center's Campus Vote Project,10000
FRIENDS OF MICHAEL WATSON,10000
Expect More Arizona,10000
Evonomics,10000
Eugene Ray for Mayor,10000
Etheric Networks,10000
Escobar for CC 2018 #1401182,10000
Erik Motsinger for District Judge 2018,10000
Erie County Democratic Party,10000
Eric Tomlinson for Oklahoma State Senate 2018,10000
Equality New Mexico,10000
Episcopal Relief & Development,10000
Environmental Law & Policy Center,10000
"Environmental Health Sciences, a nonpartisan, nonprofit publisher of science and news on the environment.",10000
Endangered Species Coalition,10000
End Trafficking and Prostitution PAC,10000
"Enact Universal Healthcare for CA, Inc.",10000
Elsen for City Council Committee,10000
