,39513400
Sorensen For Iowa,0
"Soren Sorensen for US House Committee 4766 Sosua RD NW, Unit 3B, Bemidji MN 56601",0
Sonoma Land Trust,0
Sonoma Ecology Center,0
Sonja Trauss for Supervisor 2018 FPPC #1397772,0
Somos Familia Valle,0
Somerset County Republican Committee of Maine,0
Somerset County Democrats,0
Somaliland Intellectuals Institute SII,0
Solorzano Law,0
Soll Sussman,0
Solar Rights Alliance,0
Sol Solis,0
Sol Jobrack for City Council 2018,0
Soholt for Senate,0
Sofia Sepulveda,0
Sofia Rubalcava for Ventura City Council District 1,0
Socorro Cisneros for Assembly 2018,0
Society To End The Entitlement Mentality,0
Society & Purpose,0
Socialist Alternative Philadelphia,0
Socialist Alternative Houston,0
Social Work Helper,0
Social Justice and Advocacy Ministries,0
Social Democrat Hunchak Party - USA,0
Social Dem,0
"Snyder for AK House, 6608 Mink Ave, Anchorage, AK 99504",0
Snohomish Citizens for Transparent Government,0
Snake River Alliance,0
"Smyth4Flacc, PO Box 1221, Marion, VA 24354. Not authorized by any candidate or candidate's committee.",0
Smullen for Assembly,0
Smith for Pittsford,0
"Smith for Freeholder, Krickus for Freeholder, Shaw for Freeholder",0
Smith For Courtland Township Committee ,0
Smith County Democratic Party,0
Smartwool,0
SmartWorks Partners,0
Smart Media,0
Smart Justice Campaign,0
Smallwood Charlotte Press,0
Small Town Podcast,0
"Sludge Media, Inc.",0
"Sludge Free UMBT, Inc.",0
Slagle for Judge,0
"Sky U. White, Democrat for Hillsborough County Commission District 7",0
Skip Murphy and Steve Mac Donald as GraniteGrok.com,0
Skinner for Arkansas Senate,0
Sixth District Republicans,0
"Sivalingam For Representative.  Tejasinha Sivalingam, candidate. PO Box 1047 Ashland NH 03217.",0
"Sitrep: China, LLC",0
Sister District of Puget Sound,0
Sioux County Conservatives,0
"Singh for Congress, Inc.",0
Sinasohn for Board of Education 2018 - FPPC #1401497,0
Simon for Secretary of State,0
"Simasnki 2018, Mark Neumann Treasurer. Approved by Bill Simanski",0
Silvio Palermo for Sheriff,0
Silvio Palermo,0
Silvio Carrillo,0
Signorello for Office,0
Signature Seas,0
"Sightline Media, LLC",0
Sigala For Assembly 2018,0
"Sieve Wilson for Judge, Tim Nick, Treasurer",0
Sierra For Arizona,0
"Sierra Club, Great Falls Group",0
Sierra Club PA,0
Sierra Club Nevada PAC,0
Sierra Club - Georgia Chapter Political Action Committee,0
Siegelman for Attorney General,0
Side Design LLC,0
"Sid Daoud for Montana HD 08 - Sid Daoud, Treasurer, P.O Box 8474 Kalispell Montana 59904",0
Sid Bowdidge,0
"Shruti Bhatnagar for Montgomery County, Pamela Coukos, Campaign Chair",0
Shrader for Wisconsin,0
Show In Progress with Matt Strabone,0
ShoutOut,0
Shout Your Abortion,0
Shot Glass of History,0
Shop Coffee Club,0
Shirts For The Laugh ,0
Shirley Fraser on behalf of Democratic Women of Comal County,0
Shirley Brown for Sarasota County School Board - District 4,0
Shireen Ghorbani for Congress,0
Shipley For Indiana,0
Shine Corpus Christi,0
Shield Society,0
Shervin Abachinejadasl,0
Sherry Kersh for Brazoria County JP Precinct 4 Place 2,0
Sherrie Peif,0
Sheriff Tony Chavis,0
Sheriff Leaks,0
Sheri Donahue for Kentucky State Senate,0
Shepp4Sheriff Campaign,0
Shepard for Hurst City Council,0
Shenandoah Valley Battlefields Foundation,0
Shem Hanks For Idaho,0
Shelly Scott for Assessor Recorder Clerk 2018,0
"Shelli Diehl-White for Circuit Clerk, Deloris Perrymann Treasurer  ",0
Sheila Johnston for West Sacramento City Council,0
"Shea for District 2 Council of Commissioners, 2309 Harvard Ave., Butte, MT  59701",0
"Shea Roberts for Georgia, Inc.",0
She the People USA,0
She Has Hope,0
"Shayan Elahi for Irving Place 6 Campaign, Bhavik Amidas, Treasurer",0
Shawnee YES,0
"Shawn Wright for City Council, David Wright, Treasurer ",0
Shawn Thierry,0
Shawn Kumagai for Dublin City Council 2018 | FPPC #1406764,0
Shawn Howard for House 2018,0
Shawn Gordon,0
Shawn Duren,0
Shawn Dewane,0
Shaw & Associates Inc.,0
Shaun Pollenz for School Board,0
Shaun Lee O'Sullivan,0
Shaun Kunz for Seminole Soil & Water Conservation District: Group 5,0
Shaun Alexander,0
Sharron Angle for Congress,0
"Sharpstown Democrats, Erik Manning-Treasurer",0
Sharon for County Commissioner,0
Sharon Yerby,0
Sharon Harris-Johnson.,0
Sharon Ahern,0
Sharlene Duzick for Saugus Union School District Area 5 ID # 1410219,0
"Shark Tank Media, LLC",0
"Sharise V Riley, Democrat, for City Council District 7",0
Shareable,0
Share Kiser,0
Shaposhnikov.News,0
Shannon Sweeney Jorgenson for Hermantown City Council,0
Shannon Smith for Covington Commission,0
Shannon Moore,0
Shannon Kohl for Mayor,0
Shannon Grove for State Senate 2018,0
Shannon Beckham for School Board,0
Shannon Allen for School Board,0
Shane Smith for Merced City School District Trustee Area One 2018,0
Shane Johnson,0
"Shandy Thompson for Jacksonville Beach City Council, District 1, Seat 4",0
Shana Charles For School Board 2018,0
Shalon Latour,0
"Shala Perez for State Representative, George Anthony, Treasurer",0
Shaheen,0
Shagoofa Khan for Antioch School Board,0
Shafi Love Goodwin,0
Shaffer Cormell for Judge 2018,0
Shafer Leadership Academy,0
Shadia Tadros for City Court Judge ,0
Seven Wonders Imports,0
Seven Stories Press,0
"Seth Morrison, Coordinator, JVP Las Vegas",0
"Seth Morrison for the ""Brooklyn, Inshallah"" team.",0
"Seth Mangini for HD 68 PO Box 6598 Bozeman, MT 59771 (D)",0
Seth Hall for Congress,0
"Seth Berry for Legislature; Betsy Steen, Treasurer",0
Seth Bernard for City Council,0
Service Employees International Union 775,0
Servant Campaign Fund ,0
Servant Campaign Fund,0
Serrano for city council 2018 #1408438,0
Serrano For City Council 2018 ID#1408438,0
Serino 4 NY,0
Sergio Espericueta For Cathedral City Council 2018 D-4,0
"Sera for Council, PO Box 474, Brigantine, NJ 8203",0
Sequim Library Vote Yes Committee,0
Senator Scott Wilk,0
Senator Patrick O'Connor,0
Senator John Curran ,0
Senator Hinojosa Campaign.,0
Senator Brice Wiggins and/or Committee to Elect Brice Wiggins in accordance with MS elections laws.,0
Senator Art Haywood,0
Senator Andy Vidak,0
Senate Republican PAC of Idaho,0
Senate Majority Fund IEC,0
Senate District 26 Democratic Farmer Labor Party,0
Senate Democrats,0
Sen. Fred S. Martin for Idaho,0
Seminole County Tax Collector,0
Seminole County Regional Chamber of Commerce,0
"Selmont4Congress. Message approved by G. Selmont, Democrat.",0
Self/Stella Martin,0
Self,0
"Sekhmet Liminal Press, LLC",0
Segal For Senate,0
Sedrick T. Walker II for Judge Campaign within the voluntary limits of the Judicial Campaign Fairness Act,0
Secure Wealth Management & Protection Group,0
Secure Democracy,0
Secular Humanists of the Lowcountry,0
Secular American,0
Secretariat of Economy (Mexico),0
Second Harvest Food Bank of Middle Tennessee,0
Sebastian Ertelt,0
Seattle Parks Foundation with money raised by Debora Juarez,0
Seattle Fire Fighters Union,0
Seattle CityClub,0
Seaspot Media Group,0
Seas Lyfe on behalf of San Diego Sailing Tours,0
Sears For Justice,0
Search Conservative,0
Sean Ryan for Assembly,0
Sean O'Connor ,0
"Sean M Parks, Republican for Lake County Commissioner, District 2",0
Sean Hicks for Keller City Council,0
"Sean Grace for Senate, Lauren A. Garrett, Treasurer. Approved by Sean Grace",0
Sean Fisher,0
"Sean Fay for Clerk, Sean Fay Treasurer ",0
Sean Emerson,0
"Sean Elo for Community College Board 2018, FPPC ID No: 1397864",0
Sean Duncan,0
Sean Deringer For Wright County Sheriff,0
Sean Carrigan for Congress ,0
Sean A. Thom,0
Seafood Harvesters of America,0
Seacology,0
Sea Save Foundation,0
Scribe Apparel,0
Scribd,0
Scott for MN House,0
Scott Wolfersberger for Marshall City Council,0
"Scott Warren, Mt View WA Democrats",0
"Scott Trotter for County Commissioner, District 2",0
Scott Sokol,0
Scott Snapp NMLS #408700,0
Scott Schmidt For Assembly ,0
Scott Santens,0
Scott Sandall Campaign Fund,0
Scott Richard,0
Scott Phillips for Sheriff,0
Scott Petersen,0
Scott Parsley for Senate,0
Scott Parietti,0
Scott Nintzel ,0
Scott Manley for Assembly ,0
Scott Learn for Independent Auditor Committee,0
Scott Kuykendall for Superintendent of Stanislaus County Schools 2018 FPPC# 1398476,0
Scott Krug for Assembly (Melissa Mock Treasurer),0
Scott Krug for Assembly (Melinda Mock Treasurer),0
"Scott Jones, Nonpartisan, for Polk County School Board, District 3",0
Scott Hampton,0
Scott Gurvey,0
"Scott Garren for State Senate, 135 Spring Lake Rd, Cuttingsville, VT 05738",0
Scott Ferguson for AMA Board of Trustees,0
"Scott English, Publisher",0
Scott E's Blog,0
Scott Dianda for State Senate,0
"Scott Davis for Tennessee.  Tom Baker, Treasurer.",0
Scott D. Welch,0
Scott County for Chris McDaniel,0
Scott Corlew,0
Scott Conklin,0
Scott Conger,0
"Scott Carnahan, Republican, for Citrus County Commission District 4.",0
Scott Brown,0
Scott Baugh for Congress,0
Scott Anslum Campaign Fund,0
Scot Hughes,0
Scituate Democrat Town Committee,0
Schwartzenberger4Sheriff & Gary Schwartzenberger,0
Schwartz Center for Economic Policy Analysis,0
Schuyler Marvin for DA,0
Schuyler County Democrats,0
"Schupp for Senate, Carl Mitchell, Treasurer ",0
Schulz for Council,0
"Schreiner for Legislature, Democrat, 2223 6th Ave North, Great Falls, MT 59401",0
Scholar Athletes,0
Schoharie County Libertarian Party,0
"Schneider for Sheriff Committee, Erica Weisser,Treasurer",0
"Schauss for Wright County, PO box 267, Albertville 55301",0
"Schaefer for Judge, Becky Thomas, Treasurer",0
Schaefer Law Firm,0
Scenes Media LLC,0
Scarsdale Voters Choice Party,0
Sayreville Democratic Organization,0
Sawyer for Denver City Council,0
Savio for Senate,0
Savino Perico for Hanford City Council District E,0
"Save the Nickel Plate, Inc.",0
Save the Last KC Forest,0
Save the Dells Political Action Committee,0
Save The Youth Co,0
Save The Bay,0
Save The Alamo Committee,0
"Save Rural Seminole County, Inc",0
Save Our Tips,0
Save Our State Colorado. Not Authorized by any candidate or candidate's committee. ,0
Save Our Schools,0
Save Our Parks,0
"Save Kansas Coalition, Inc",0
Save Glenmoor ,0
Save EPA,0
"Save Clayton - A non-profit, non-partisan organization advocating for policies and initiatives to maintain the aesthetics, charm, beauty and community of our unique, quaint and historic little downtown.",0
"Save Cheyenne, a non-profit corporation for public lands.",0
Savannah Regional Central Labor Council,0
Savannah Maddox for State Representative,0
Savage America,0
"Saurabh, a fellow resident.",0
Sasko Vasovski,0
Sarnwick Campaign,0
Sargent Shriver Peace Institute,0
Sargent Shriver National Center on Poverty Law,0
Saratoga County Democratic Committee,0
Sarasota Citizen Martin Hyde,0
Sarah Verardo,0
Sarah Stewart Holland for City Commission,0
Sarah Shad Johnson for School Board,0
Sarah M. Bowen,0
Sarah Frietch,0
Sarah French for County Judge,0
Sarah Fox for City Council,0
"Sarah DeMerchant campaign, Harry Truong, Treasurer",0
Sarah Butler for CCC Bd of Ed 2018,0
Sarah Anthony for State Representative,0
Sara Schmitz 4 IVGID BOT,0
Sara Rasmussen for House,0
Sara Peterson for HD41,0
"Sara Michael for Missouri, Maxwell Rademan Treasurer ",0
Sara McDowell for San Carlos City Council 2018 FPPC #1403446,0
"Sara Lampe for Greene County, Jean Twitty, Treasurer",0
Sara Dady for Congress,0
Sara Bitter for Better Ohio,0
Sara Bitter For Better Ohio,0
Sapphire Lotus,0
Santos for Congress,0
Santana for Fair Lawn Board of Education,0
Santabarbara for Assembly,0
"Santa Fe Hills - San Marcos, CA",0
"Santa Fe Fat Tire Society. The Santa Fe Fat Tire Society is a non-profit mountain biking organization based in Santa Fe, New Mexico and is focused on trails, events, and community building.  ",0
Santa Cruz Indivisible,0
Santa Cruz County Greenway,0
Santa Clara Valley Water District,0
Santa Clara County Democratic Party,0
Santa Barbara County Republican Party,0
Santa Ana Police Officers Association Independent Expenditure Committe  FPPC #1255606. This advertisement was not authorized by a candidate or a committee by a candidate. ,0
Sanjay Patel for Congress,0
Sang Yi for City Council,0
Sanford for Assembly 2018  Campaign ID #1407288,0
Sandy Workman for Georgia State Senate,0
Sandy Cochran,0
"Sands for Senate Campaign, Barbara Berens, Treasurer, 3010 St. Thomas, Missoula, MT 59803.",0
Sandra Peake for Judge Campaign,0
Sandra O'Hara Harmon,0
"Sandra ""Pocha"" Peña Sarmiento for Santa Ana City Council 2018 ID # 1403316",0
Sand Straw,0
Sanchez for Arizona,0
Sanat Sethy for Mayor 2018,0
SanDiego350,0
San Tan Times,0
San Patricio County Democratic Party,0
San Leandrans for Great Schools - Yes on I,0
San Juan Safe Communities Initiative,0
San Jose Hope Village,0
San Gabriel Valley Consortium on Homelessness,0
San Francisco Young Democrats,0
"San Francisco Tenants Union PAC, FPPC # 1391749. Advertisements are not authorized by a candidate or a committee controlled by a candidate. Financial disclosures are available at sfethics.org.",0
San Francisco Community Housing Act (FPPC# 1405735),0
San Francisco Bay Times,0
San Diego County Young Democrats of California | FPPC ID 1398376,0
"San Diego County Gun Owners PAC | P.O. Box 124667, San Diego, CA 92112 | This advertisement was not authorized or paid for by any of the candidates for these offices or a committee controlled by any of the candidates.",0
San Diego Audubon Society,0
"San Benito County Residents Against Sales Tax and for progressive, equitable taxation",0
San Antonio Tri-Centennial City on a Mission,0
San Antonio Charter Moms,0
Samuel MacLeod,0
Samuel Lee Williams Jr for congress,0
"Samuel G. ""Sam""  Davis",0
"Samson Kpadenou, Green for Florida House, District 87.",0
Sampson Choate for White County Trustee,0
Sami For Oregon PAC,0
Sam for State Representative,0
"Sam for Georgia, Inc",0
Sam Young for City Council,0
Sam Parcher for Cameron Park CSD,0
Sam DiVittorio Campaign,0
Sam Britton Campaign,0
Sam 4 State Rep,0
"Salvatore Ritacco for Probate Judge, Teresa AG Prue, Treasurer, approved by Salvatore Ritacco",0
Salt Lake County Black Democrats,0
Salsarita's Fresh Mexican Grill,0
Sally Siegrist for Indiana State Representative District 26,0
Sally Moreno for Madera DA 2018,0
Saline County Clerk Doug Curtis,0
"Salgado For School Board 2018, FPPC ID# 1399729",0
Salem Media Group Tampa Sarasota,0
Salem Democratic City Committee,0
Sal Peralta,0
Saint Police Systems,0
Saint Francois Country Republican Committee Treasurer Mike Millikan,0
Safety Net Project at the Urban Justice Center,0
"Safe and Strong Bonsall Schools — Yes on EE, FPPC# 1407417",0
Safe Access Tennessee,0
Safari Club International Foundation,0
Saenz for Council 2018 FPPC 1406823,0
Sacramento Take Back the Night,0
Sacramento State Ed.D. program,0
Saco Citizens for Sensible Government,0
Sackett Insurance Services,0
Sachs Media Group,0
Sabrina Cervantes for Assembly - FPPC ID# 1392561,0
"Sabino ""Pio"" Renteria Campaign",0
Sabina Zafar for San Ramon City Council 2018,0
SULLIVAN COUNTY REPUBLICAN PARTY BILL SPRINGER,0
STOP JEFFERSON PARKWAY,0
STEPHENS FOR WV SENATE,0
STAR Voting for Multnomah County,0
STAND CNJ,0
SSI Disability Advocates of America,0
SS&B Heating & Cooling,0
SOULCRAFT ALLSTARS,0
SMARTaxes PAC,0
SLO County Sheriff's Office,0
SHAW PORTER FOR PACIFICA CITY COUNCIL 2018 FPPC ID#  1411378,0
SF Green Film Festival,0
SEMO Electric Cooperative ,0
SEIU Nevada Local 1107,0
SEIU Local 888,0
SEIU Local 721,0
