,95777
Mike Ziegenmeyer for Supervisor District 3,6
Mike Williams For KHSD Trustee Area 1 2018,6
Mike Suarez for Tampa's Mayor,6
Mike Mason For Colorado,6
Mike Kozlowski for Folsom City Council 2018 CAFPPC # 1401622,6
Mike Espy for Senate Committee,6
"Mike Bonin for City Council 2013 Officeholder account. 777 S. Figueroa St. Ste 4050 Los Angeles, CA 90017. Additional information at ethics.lacity.org. NOT PAID FOR AT TAXPAYER EXPENSE. ",6
Miguel Suazo for Texas Land Commissioner ,6
Midland Texas Democratic Party,6
Michigan League of Conservation Voters ,6
Michael Vadon,6
Michael J. Bullock for White County Sheriff 2018,6
Miami Climate Alliance,6
"Merrillee Malwitz-Jipson, No Party Affiliate (NPA), for State Representative",6
Men4Choice,6
"Mellor Financial, You Local Business Owner Trying to Make a Difference!",6
"Megan Green for St. Louis, Danny Gladden Treasurer",6
Megan Crawford for PVPUSD School Board 2018,6
Megan Beaman Jacinto for Coachella City Council 2018,6
McWhirter for Council 2018,6
McHenry District 156 Vote Yes for Lower Taxes and Better Schools,6
McGuire for Governor,6
Mavis Taintor,6
Mauro Archer and Associates,6
Matteson and Grana for Sparta 14 Carpenter Pl Sparta NJ 07871,6
Matt Ward for Tazewell County Board,6
Matt Orlando for Chandler City Council (Political Committee),6
Matt Molter for School Board,6
Matt Miller For Constable,6
Matt Irwin for Aroostook County Sheriff,6
Matt Herman for Council,6
Matt Denn,6
Matt Corbin for City Commissioner,6
Marybel Pugliese Alvarez,6
Mary J. Orange For Circuit Court Clerk,6
Marty Bates for Ventura County Board of Education,6
Martin Zilber Judge ,6
Martin County School District,6
Mars Serna for Fontana School Board 2018,6
"Mark Yarbrough Campaign P. O. Box 1413 Athens, AL 35612",6
Mark Shelley for Senate Committee,6
Mark Peterson,6
Mark Myles for Attorney General 2018,6
Mark MacKenzie for Congress,6
Mark Harris for Congress,6
Margaret W. Wong & Associates,6
Marc Veasey for Congress,6
"Manley for Connecticut. Pattie von Gretener, Treasurer. Approved by Marisa Manley.",6
Manhattan Chamber of Commerce,6
Malaby for State Senate.,6
Madelyn Scales-Harris for Murfreesboro City Council,6
MN Action Network IE-PAC,6
MGCo Coalition for Human Dignity,6
MB FYI,6
MARC ELRICH FOR COUNTY EXECUTIVE,6
"Luke Bryant for Prosecuting Attorney; Sarah Dudley, Treasurer",6
Los Alamos Democratic Party,6
Loretta Boesing,6
"Lois Epstein, a concerned Alaskan",6
Logan Lynn Music,6
Loftus 2018  ,6
Lloyd Wold,6
Lisa Leibowitz Wisotsky,6
Lisa Bough Burkdoll for Cedar County Collector Pam Chism Treasurer,6
Linda Rea Camarota for State Representative,6
Lina Hidalgo for Harris County,6
"LifeJourney Metropolitan Community Church, Inc.",6
Libra Group,6
Libertas Institute,6
Lewis Adame,6
Let's Drive NJ Campaign,6
Let Colorado Vote,6
Leonard Christian for Assessor,6
Leijas,6
Legislator Matt Luvera,6
"Legacy Innovations, LLC",6
Lee Bridges for HD 92 ,6
League of Women Voters of the District of Columbia,6
League of Women Voters of Andover/North Andover ,6
Lazarus for Chair,6
Lavine for Good Government,6
Laurie Floyd,6
Lauren Crandall,6
Laura Sibilia for VT,6
Laura Peters for Nevada Irrigation District Division 4 fppc #1404010,6
Laura Miller,6
Laura Marie,6
Laura Hill,6
Laura Cain,6
Latasha Robinson for Mayor,6
Las Vegas Global Economic Alliance (LVGEA),6
Larry R Shockey. Views expressed are those of the author only. Copyright 2018.,6
Lakin for Ventura City Council District 5 2018,6
Lake Erie Marine Trades Association,6
Laguna Beach Democratic Club,6
LJ Bryant Campaign,6
LD10 Pima Democratic Committee,6
LAW OFFICE OF DAVID BARLAVI,6
"Kyle South Campaign PO Box 65 Fayette, AL 35555",6
Kyle Lacio Democrat for Senate August 14th,6
Kumar for Council 2018 (FPPC Id 1364692),6
Kritsine Kraus for Seminole School Board 1,6
Krista Bernasconi for Roseville City Council,6
Kreider for Judge,6
Krawchuk '18,6
Kniech for Council At-Large,6
Kling for Texas ,6
Kim Olson for Commissioner of Agriculture,6
Kim Landry for Judge,6
Kim LaSata for State Senate,6
Kim Davenport,6
Kevin Haley for Commissioner,6
Kevin Bolling - Secular Student Alliance,6
Kevin Abel for Congress,6
Kern Cast Media,6
Kenny Brown for Boone County Clerk,6
Kenneth Ivory Campaign Committee,6
Kennedy 2018. Authorized by Sandra Kennedy. ,6
Kenan Baldridge for State Senate ,6
"Ken Collins for Second District Kansas State Representative-Ken Collins, Treasurer",6
Kelly Smith Greene,6
Kelly Damerow for School Board,6
Kelly Bodner,6
Kayvan for Denver,6
Kaufman for Board of Education,6
Katie For Carteret,6
Kate Whitney,6
Kasperzak for El Camino Healthcare District 2018,6
Karyn Lathan for Constable,6
Kala Tedder for Polk County School Board District 3,6
"K3A, LLC, not authorized by any candidate or candidates committee",6
Justin Schultz for Pottawattamie County,6
Justice For Robert,6
Justice Douglas Lang for Chief Justice Campaign,6
"Julie Countiss for Justice, 1st Court of Appeals Campaign, Trsr. R. Countiss, in compliance with limits of the Judicial Campaign Fairness Act",6
"Judge Nick Burlew Campaign 1024 Griffith Ave Owensboro, KY 42301 Andy Roberts, Treasurer",6
Josh Wilkinson for Texas House 14,6
Joseph Plummer for Herndon,6
Joseph Basralian,6
"Joseph Barney PO Box 132 Swanton, VT 05488",6
Jordan Cunningham for Assembly 2018,6
"Joplin Area Chamber of Commerce Continuing Committee, James Richards, Treasurer",6
Johnny Mack Morrow for State Senate,6
Johnathon Ervin,6
John Wright,6
John Officer for Marana Town Council,6
John Mueller,6
John Mannone,6
John Kissick for Marathon City Council,6
John Horst Win the Future Congressional Campaign Committee,6
John Gallegos-Cordero for Rancho Cucamonga City Council 2018,6
John Franklin for Vista City Council,6
"John Cano, 2016-2018 President, Kiwanis Club of Austin-Northeast; a non-partisan civic organization.",6
Joel Engardio,6
Joe Stokes for Manatee County School Board District 4,6
"Joe La Jeunesse for Sheriff 2018, ID # 1397505",6
Joe Jeffries for the People,6
Joe Davern,6
Jody Hice for Congress,6
Jodi Clemens for Iowa House,6
Jobs First Coalition Political Fund. Not Authorized by any Candidate or Candidate’s Agent or Committee.,6
Joanna Cattanach for Texas Campaign,6
Jim Wood for City Council,6
Jim Swenson for Mayor,6
Jim Palmer,6
Jim Orrico for Illinois Congress ,6
Jim Keady for Congress,6
Jim House for County Judge,6
"Jim Crawford for Senate, 1218 Crescent Drive Anchorage, Alaska 99508",6
Jim Carter Campaign,6
Jetpack Comedy,6
Jessie Danielson for Colorado,6
Jerel Wade,6
Jensen for Colorado,6
Jenny Fitzgerald for CVUSD School Board 2018,6
Jennifer Moore for Haddon Heights Borough Council,6
Jennifer Casey for Duval County Soil and Water,6
Jeni Woock,6
JeffCo Down Ballot,6
"Jeff Timberlake - Michelle Brown, Treasurer.",6
Jeff Harting for Pike County Recorder,6
Jean Menard Campaign,6
Jason Walter for Newport City Commission,6
Jason Lee Benton,6
Jason Binder for Alpharetta,6
Jana Rodgers,6
Jan Gardner for Frederick County,6
James For OKC 2019,6
Jake Pretot for Congress Committee,6
Jackson Grant Capital,6
Jack Kruse For Mayor,6
Jack Houghteling for 18,6
JP & Associates REALTORS®,6
JERSEY FIRST,6
Islamic Networks Group (ING),6
Iron Triangle Press,6
Iowa City Downtown District,6
InvestEdTx.,6
Inspirational Attire,6
Insley For Assessor 2018,6
Indivisible Baltimore,6
Indiana Institute for Working Families,6
"If You Want It, LTD - a nonprofit supporting the fight for LGBTQ equality",6
IW of the NW,6
IVW PAC,6
"INDGA11 For a Better GA Super PAC, Inc.",6
Humane Voters of Washington PAC,6
Huffman for Congress,6
Hubert Hoffman,6
Hotze Health & Wellness Center,6
Home Builders Association of Central Arizona,6
Hoboken Chamber of Commerce,6
High Ground Action Fund,6
"Hernandez for Baldwin Park City Council 2018, FPPC # 140997",6
Helen Mason Smith Horry county School Board Candidate,6
Healy for House,6
Healthy Hospital Healthy Community PAC,6
Hayman for Ridgecrest FPPC# 1411880,6
Haupt for Judge Committee,6
"Harris County Democratic Party, Lillie Schechter, Chair",6
Harrington for AV council #1362113,6
Harper College YES,6
Happy Turtle Today,6
Happy Hippo LLC,6
Hannan For Kentucky Committee,6
Hall County Democrats,6
Hal Walker for Auburn City Council Ward 2,6
Hagenow for Iowa House,6
Habersham County Democratic Committee,6
HIAS,6
Gwenn Burud for Texas Senate Campaign,6
Grow Michigan's Future,6
"Gregory Caudill for Alachua County Commissioner, District 2",6
Greenpower,6
Green River Sustainable Financial Services,6
Greater Royal Oak Democratic Club,6
Grayson Vandegrift,6
Gray for Colorado,6
Grandparents for Democracy.  Not authorized by any candidate or candidate’s committee.,6
Goodwill Southeast Georgia,6
Gonsalves Committee,6
Gloria Gonzales-Dholakia for LISD,6
Global Justice Center,6
"Glick for 8A, Gail Bray, Treasurer",6
Glendale Unified School District,6
Gleason for Senate,6
Glasshouse Policy,6
Gladson for Council 2018 - FPPC ID #1397503,6
"Ginny Shaver Campaign, PO Box 348, Leesburg, AL 35983",6
"Giangrande for Senate; Philip Liotta, Treasurer      ",6
Get Loud Now LLC,6
Get Clean Now Clermont County,6
Gerald Allen for State Senate,6
George Bailey for County Council,6
Gene Strong (Ind),6
Garman for Elkhorn,6
Gage Travels,6
Gabriella Makstman for Daly City Council 2018,6
GVN Releasing,6
GOP Making Sense,6
GOODMAN FOR COMMISSIONER 2018,6
From Prison Cells to PhD,6
Friends to Elect Scott Hottenstein,6
Friends to Elect Ralph Taylor,6
"Friends to Elect Kara Reeves for School Board, Marcus Love, Treasurer",6
Friends of Wayne Hartman,6
Friends of Warren Miller,6
Friends of Village Creek Boat Ramp,6
Friends of Victor Minjares for Prosector.,6
Friends of Tony DelGiorno. ,6
Friends of Thuy DaoJensen for Brentwood School Board 2018,6
Friends of Susan Reeder Jessee,6
"Friends of Steve Wilson. Beth Pinder, Treasurer.",6
Friends of Steve O'Ban,6
Friends of Shirley Bell ,6
Friends of Shannon Chandley ,6
"Friends of Samantha Jones, Treasurer: Saralyn Salisbury",6
Friends of Sam Tuck,6
"Friends of Ryan Wescoat, Deborah Gregor, Treasurer",6
Friends of Ruth Moton for State Representative,6
Friends of Ross Ford 2018,6
Friends of Ron Young,6
"Friends of Rob Johnson, Leslie Johnson, Treasurer",6
Friends of Rebecca Kislak,6
Friends of Randy Michaelis,6
Friends of Nathan Farnor,6
"Friends of Monte Gaukler, Joel Schleicher Treasurer",6
Friends of Mike Ball,6
Friends of Michael Pipe,6
Friends of Meredith Buck,6
Friends of Mela Kealoha-Lindsey,6
Friends of Matthew Hill,6
"Friends of Marnitta L. King, Tatiana Tucker, Treasurer",6
Friends of Mark Polconarz,6
Friends of Manka (D) P.O Box 2467  Redmond WA 98052,6
"Friends of MIchele Gregory, Treasurer: Natasha Donoway",6
Friends of Logan Martin,6
Friends of Larry D. Kump,6
Friends of Kraig Lee,6
Friends of Katie Sieracki,6
Friends of Kathy Lohmer,6
Friends of Justin for Education ,6
Friends of Justin Simmons,6
"Friends of Julian Lopez, Alice Lopez, Treasurer",6
Friends of Jon Hoadley,6
Friends of John Lorenzo,6
Friends of Joe Kenney,6
Friends of Jim Walsh,6
Friends of Jesse Hamilton,6
Friends of Jerry Tucker,6
"Friends of Jeremy Eldridge, Treasurer Natalie Finegar",6
Friends of Jason Jones,6
Friends of Jason Beardsley,6
Friends of Jason A Helland,6
"Friends of Jake Cunningham for Oakland County Circuit Court, 6079 Snowshoe Circle, Bloomfield Hills, MI 48301",6
Friends of Jackie Cochenour,6
Friends of Jack Bucchioni,6
Friends of Hardcastle,6
"Friends of Gerald Clark, Authority of Margaret J. Clark, Treasurer. ",6
Friends of Evan Worrell,6
"Friends of Ellie Mitchell, Jo Ann Robinson, Treasurer ",6
"Friends of Ed Rothstein (COL, Ret.), Audrey Rothstein, Treasurer",6
Friends of Duane Stark,6
Friends of Donna Blasdell,6
Friends of Diamond Garcia ,6
"Friends of Denver Riggleman, Inc.",6
"Friends of David Seman, Joshua Wolf, Treasurer",6
Friends of Daniela Abbott,6
Friends of Christine Svenson,6
"Friends of Chris Roberts 18333 3rd Ave NE, Shoreline WA  98155",6
"Friends of Carin Chase, PO Box 1944 Lynnwood WA . 98046",6
"Friends of Candace Hollingsworth | Arthur Lawrence, Treasurer",6
"Friends of Buddy Staigerwald, Auth:  M. Martino,Treasurer",6
Friends of Brian Muir,6
"Friends of Brett R. Harrison, Mark Elliott Treasurer",6
"Friends of Bill Paulshock, Jim Ellis, Treasurer",6
"Friends of Bill McDermott, Treas.: Christine Braughler",6
Friends of Beth Moore LLC,6
Friends of Ben Croff,6
Friends of Anne Giuliano. Democrat. PO Box 51341 Billings MT 59105. Pam Ellis Treasurer.,6
Friends of Andy Lamb,6
Friends of Alexander Flores,6
Friends of Alex Charlton,6
Friends of Alana DiMario,6
"Friends for Travis Fitzwater, Mike West, Treasurer",6
Friends for Katie Stuart,6
Friends for Gary Millhoff,6
"Friends for Aric. PO Box 5012 St. Cloud, MN 56302",6
Friends For Rabe '18,6
Friend of Allen Mayer,6
FreedomWorks Foundation,6
Freedom for All Americans Education Fund,6
Freddy Rodriguez,6
Foster for Iowa 2018,6
"Forward Montana. Matt Kelly, Treasurer. 1535 Wyoming St, Missoula, MT 59801.",6
"Forest Blanton, Democrat for Florida House of Representatives, District 84.",6
Fontenot for House,6
Florida Young Democrats of Indian River,6
Florida Watch Action,6
Florida Gun Rights,6
Florida Alliance,6
Flagler County Young Republican Club,6
Flagler County Republican Executive Committee,6
First American Project PAC. ,6
Fieldsfor84,6
Ferrante for Rep,6
"Felicia Stoler for Congress, Inc.",6
Fayette County Democratic Party (KY),6
Family Policy Alliance of Georgia,6
Families of the Last Frontier.,6
Faith in Public Life,6
Fairness Campaign,6
"FRIENDS OF MIKE BALL 105 CANTERBURY CIRCLE MADISON, ALABAMA 35758",6
FRIENDS OF GREG ROTHMAN,6
FRIENDS OF BRYCE REEVES,6
Eyes Wide Open,6
"Evesham Township Democratic Committee, PO Box 1251, Marlton, NJ",6
Estes for Canton,6
Essentially American,6
"Esp for Senate, Ron Arthun, Treasurer, Box 375, Clyde Park, MT 59018. Republican",6
Eric Fasci,6
Equality State Policy Center,6
EndoFound,6
"Enact Universal Healthcare for CA, Inc.",6
Emerald Ventures,6
Eloise Vitelli for State Senate,6
Elmont Against the Megamall,6
Electric Infrastructure Security Council,6
"Elect Tanisha Harris (D), PO Box 872514, Vancouver, WA 98687",6
Elect Steve Barnett,6
Elect Staggers,6
Elect Scott Comegys,6
Elect Sandra Hollins,6
Elect Liberty PAC,6
"Elect Jimmie Hardee for House of Representatives District 42, 1911 2nd Ave N, Clanton, AL 35045",6
Elect Jeff Bradley,6
Elect Jason Kishineff,6
"Elect G Mario Fernandez for School Board 2018, FPPC #1410295",6
Elect Denise Ramon Herrera,6
"Elect Amanda Stewart, Colleen Longhi, Treasurer  ",6
Elect Amanda Edwards,6
"Education Post, a nonpartisan nonprofit that amplifies the voices of parents, teachers and students advocating for high-quality public schools for every child in the U.S.",6
Edmondson for Education,6
Ed Quinton Jr for Osage County Assessor 2018,6
Ed Oliver,6
Ed Amatetti 4 County Council,6
"Earthworks Action Fund IE Committee. Ashley Stevens, registered agent. Not authorized by any candidate.",6
Earthworks,6
ELI Talks,6
Dr. Jim Scheurich Election Committee,6
Dr. Diane Kelley for School Board Dist. 5,6
Dr Friese for House,6
"Don Jones For State House - P.O. Box 212012 - Anchorage, AK 99521",6
Don Hilton For Sheriff,6
Don Blankenship,6
DodsonSims,6
District 45 Republicans,6
District 200 Vote Yes to Work Together,6
District 11 Democratic Non-Partisan League,6
District 1 Republicans,6
Disney-ABC Television Group,6
"DigitalGreenMedia, LLC",6
"Diane Pagano for State Representative - Barbara Roberts, Treasurer - Approved by Diane Pagano",6
Diane Michaels for Auditor,6
Derrick Griffitts,6
Deplorable Wear not assciated with any politacal party or campaigns ,6
Denny Walsh for Mayor,6
"Dennis Patman Jones Campaign, Hon. Bill Baker, Treasurer, in compliance with the voluntary limits of the Judicial Campaign Fairness Act",6
Dennis Bova for Assembly,6
Denise Shirley for House District 24,6
Democratic Volunteers in District 2 Duval County,6
Democratic Party of Arkansas,6
Dement for Tracy City Council 2018,6
